ID, gill attachment, gill spacing, gill size, gill color
7710,a,c,b,y
7711,a,c,b,y
7712,f,c,n,b
7713,f,w,b,g
7714,f,c,n,b
7715,f,c,b,w
7716,f,c,n,b
7717,a,c,b,o
7718,f,c,b,w
7719,f,c,n,b
7720,f,c,n,b
7721,f,w,b,w
7722,f,c,b,w
7723,f,c,n,b
7724,a,c,b,o
7725,f,w,b,w
7726,f,w,b,g
7727,f,c,n,b
7728,a,c,b,y
7729,f,c,n,b
7730,a,c,b,o
7731,f,c,n,b
7732,f,c,n,b
7733,f,c,n,b
7734,f,c,n,b
7735,f,c,n,b
7736,f,c,n,b
7737,f,w,b,p
7738,a,c,b,o
7739,f,c,n,b
7740,f,w,n,w
7741,f,w,b,p
7742,a,c,b,n
7743,f,c,n,b
7744,f,w,b,p
7745,f,w,b,w
7746,a,c,b,o
7747,f,w,b,p
7748,f,w,b,w
7749,f,w,b,w
7750,f,w,b,p
7751,f,c,n,b
7752,f,c,n,b
7753,f,w,b,p
7754,f,w,b,p
7755,f,c,n,b
7756,f,c,n,b
7757,f,c,n,b
7758,f,c,n,b
7759,f,c,n,b
7760,a,c,b,y
7761,f,c,n,b
7762,f,w,b,p
7763,a,c,b,o
7764,f,w,b,w
7765,f,c,n,b
7766,a,c,b,y
7767,f,c,n,b
7768,f,c,n,b
7769,f,c,n,b
7770,f,w,b,p
7771,f,c,n,b
7772,f,c,n,b
7773,f,w,b,w
7774,f,c,n,b
7775,f,c,n,b
7776,f,c,n,b
7777,f,w,b,p
7778,f,w,b,g
7779,f,c,n,b
7780,f,c,b,w
7781,f,c,n,b
7782,f,c,n,b
7783,a,c,b,y
7784,f,w,b,w
7785,f,c,n,b
7786,f,c,n,b
7787,f,c,n,b
7788,f,c,n,b
7789,a,c,b,o
7790,f,c,n,b
7791,f,w,b,w
7792,a,c,b,y
7793,f,c,n,b
7794,f,c,n,b
7795,f,c,n,b
7796,f,w,b,p
7797,f,c,n,b
7798,f,w,b,w
7799,f,c,n,b
7800,f,c,n,b
7801,f,c,n,b
7802,a,c,b,w
7803,f,c,n,b
7804,f,w,b,w
7805,f,c,n,b
7806,f,c,b,w
7807,f,c,n,b
7808,a,c,b,n
7809,f,c,n,b
7810,f,w,b,g
7811,f,w,b,p
7812,a,c,b,y
7813,f,c,n,b
7814,a,c,b,y
7815,f,w,b,g
7816,f,c,n,b
7817,f,c,n,b
7818,f,w,b,w
7819,f,w,b,g
7820,f,c,n,b
7821,f,c,b,w
7822,f,c,n,b
7823,f,c,n,b
7824,f,w,b,p
7825,f,c,n,b
7826,a,c,b,y
7827,f,c,n,b
7828,f,c,n,b
7829,a,c,b,y
7830,a,c,b,o
7831,f,w,b,w
7832,a,c,b,y
7833,f,c,n,b
7834,a,c,b,n
7835,a,c,b,y
7836,f,c,n,b
7837,a,c,b,y
7838,f,c,n,b
7839,f,w,b,g
7840,f,c,n,b
7841,a,c,b,n
7842,f,c,n,b
7843,f,w,b,w
7844,f,w,b,g
7845,a,c,b,y
7846,a,c,b,y
7847,f,c,n,b
7848,f,w,b,w
7849,f,c,n,b
7850,f,c,n,b
7851,f,c,n,b
7852,f,c,n,b
7853,f,c,n,b
7854,f,c,n,b
7855,f,w,b,g
7856,f,c,n,b
7857,f,c,n,b
7858,f,c,n,b
7859,f,w,b,w
7860,a,c,b,o
7861,f,w,b,p
7862,f,c,n,b
7863,f,c,n,b
7864,f,c,n,b
7865,f,c,n,b
7866,f,c,n,b
7867,a,c,b,o
7868,f,w,b,g
7869,f,c,n,b
7870,f,c,n,b
7871,f,w,b,g
7872,a,c,b,y
7873,f,w,b,p
7874,f,c,n,b
7875,f,c,n,b
7876,f,c,n,b
7877,f,c,n,b
7878,f,c,n,b
7879,a,c,b,o
7880,f,c,n,b
7881,f,c,n,b
7882,f,c,n,b
7883,f,w,b,p
7884,f,c,n,b
7885,f,c,n,b
7886,f,c,n,b
7887,a,c,b,o
7888,f,c,b,w
7889,f,c,n,b
7890,f,c,n,b
7891,f,w,b,g
7892,f,c,n,b
7893,f,c,n,b
7894,a,c,b,o
7895,f,w,b,p
7896,f,w,b,g
7897,f,c,n,b
7898,f,c,n,b
7899,f,c,b,w
7900,f,c,n,b
7901,f,w,b,w
7902,f,c,n,b
7903,f,c,n,b
7904,f,c,n,b
7905,f,w,b,p
7906,a,c,b,n
7907,f,c,n,b
7908,f,w,b,w
7909,f,c,n,b
7910,f,w,b,p
7911,a,c,b,y
7912,a,c,b,y
7913,f,w,b,p
7914,a,c,b,n
7915,f,c,n,b
7916,a,c,b,o
7917,f,w,b,w
7918,f,c,n,b
7919,f,w,b,p
7920,f,c,b,w
7921,f,c,n,b
7922,f,w,b,w
7923,a,c,b,o
7924,f,c,n,b
7925,f,c,n,b
7926,f,c,n,b
7927,f,c,n,b
7928,a,c,b,o
7929,f,c,n,b
7930,f,w,b,p
7931,f,c,n,b
7932,f,c,b,w
7933,f,c,n,b
7934,f,w,b,w
7935,f,c,n,b
7936,f,c,n,b
7937,f,c,n,b
7938,a,c,b,n
7939,f,w,b,w
7940,a,c,b,y
7941,f,c,b,w
7942,a,c,b,w
7943,f,c,n,b
7944,f,c,n,b
7945,a,c,b,y
7946,a,c,b,n
7947,f,c,b,w
7948,f,c,n,b
7949,f,c,n,b
7950,f,c,n,b
7951,f,c,n,b
7952,f,c,n,b
7953,f,c,b,w
7954,a,c,b,o
7955,f,w,b,w
7956,f,w,b,g
7957,a,c,b,y
7958,a,c,b,n
7959,f,w,b,g
7960,f,c,n,b
7961,f,w,b,g
7962,f,c,n,b
7963,f,c,n,b
7964,f,c,n,b
7965,a,c,b,o
7966,f,c,b,w
7967,f,w,b,p
7968,f,c,n,b
7969,f,c,n,b
7970,f,c,n,b
7971,a,c,b,o
7972,a,c,b,y
7973,f,w,b,w
7974,f,c,n,b
7975,f,w,b,w
7976,f,w,b,g
7977,f,w,b,g
7978,a,c,b,o
7979,f,c,n,b
7980,a,c,b,y
7981,f,c,n,b
7982,a,c,b,y
7983,f,c,n,b
7984,f,w,b,g
7985,f,c,b,w
7986,a,c,b,y
7987,f,c,b,w
7988,f,c,n,b
7989,a,c,b,o
7990,f,c,n,b
7991,f,c,n,b
7992,f,w,b,w
7993,f,c,n,b
7994,f,w,b,g
7995,a,c,b,y
7996,f,c,n,b
7997,a,c,b,o
7998,f,c,n,b
7999,f,c,n,b
8000,a,c,b,n
8001,a,c,b,n
8002,f,c,b,w
8003,f,w,b,w
8004,a,c,b,n
8005,f,c,n,b
8006,f,c,n,b
8007,f,c,n,b
8008,f,c,n,b
8009,f,c,n,b
8010,a,c,b,o
8011,a,c,b,y
8012,a,c,b,o
8013,f,c,n,b
8014,a,c,b,n
8015,f,w,b,w
8016,f,w,b,p
8017,f,c,n,b
8018,f,w,b,g
8019,f,w,b,w
8020,f,w,b,p
8021,f,c,n,b
8022,f,c,n,b
8023,f,c,n,b
8024,f,c,n,b
8025,f,c,n,b
8026,a,c,b,y
8027,a,c,b,y
8028,f,c,n,b
8029,f,c,n,b
8030,f,w,b,g
8031,f,w,b,w
8032,f,c,n,b
8033,f,c,n,b
8034,f,c,n,b
8035,a,c,b,n
8036,f,w,b,p
8037,a,c,b,n
8038,f,c,n,b
8039,f,c,b,w
8040,f,c,n,b
8041,a,c,b,n
8042,f,c,n,b
8043,a,c,b,y
8044,a,c,b,n
8045,a,c,b,n
8046,f,c,n,b
8047,f,w,b,g
8048,f,c,n,b
8049,f,c,n,b
8050,f,c,n,b
8051,f,c,n,b
8052,f,w,b,w
8053,a,c,b,y
8054,f,c,n,b
8055,a,c,b,n
8056,f,w,b,w
8057,a,c,b,o
8058,a,c,b,o
8059,f,c,n,b
8060,f,c,n,b
8061,f,c,n,b
8062,f,c,n,b
8063,f,c,n,b
8064,f,w,b,w
8065,f,c,n,b
8066,a,c,b,y
8067,f,c,n,b
8068,a,c,b,n
8069,a,c,b,o
8070,a,c,b,n
8071,f,c,n,b
8072,a,c,b,n
8073,f,c,n,b
8074,a,c,b,n
8075,f,w,b,w
8076,a,c,b,o
8077,a,c,b,o
8078,a,c,b,o
8079,f,w,b,g
8080,f,c,n,b
8081,f,c,n,b
8082,f,c,n,b
8083,f,c,n,b
8084,f,c,n,b
8085,f,w,b,p
8086,f,w,b,g
8087,a,c,b,n
8088,f,c,n,b
8089,a,c,b,n
8090,f,c,n,b
8091,f,c,n,b
8092,f,c,n,b
8093,f,c,n,b
8094,f,c,n,b
8095,f,w,b,g
8096,f,c,b,y
8097,f,w,b,w
8098,f,c,n,b
8099,f,c,n,b
8100,f,w,b,w
8101,a,c,b,o
8102,f,c,n,b
8103,a,c,b,y
8104,a,c,b,y
8105,a,c,b,y
8106,a,c,b,y
8107,a,c,b,o
8108,a,c,b,y
8109,f,c,n,b
8110,f,w,b,w
8111,a,c,b,o
8112,f,w,b,p
8113,a,c,b,o
8114,f,c,n,b
8115,a,c,b,y
8116,a,c,b,y
8117,f,c,n,b
8118,f,c,n,b
8119,f,c,n,b
8120,a,c,b,y
8121,a,c,b,y
8122,a,c,b,n
8123,f,c,n,b
8124,a,c,b,y
