ID, spore print color, population, habitat, edible or poisonous, bruises, odor
5651,h,y,g,p,f,f
5652,h,y,p,p,f,f
5653,w,c,w,e,t,n
5654,w,c,w,e,t,n
5655,h,v,g,p,f,f
5656,h,v,g,p,t,f
5657,h,v,d,p,f,f
5658,h,s,u,p,t,f
5659,h,v,g,p,t,f
5660,w,v,d,p,f,n
5661,h,s,g,p,t,f
5662,w,c,w,e,t,n
5663,h,y,g,p,f,f
5664,h,s,u,p,t,f
5665,w,v,l,e,f,n
5666,h,y,g,p,f,f
5667,w,v,l,e,f,n
5668,h,y,p,p,f,f
5669,w,v,p,p,f,y
5670,w,c,w,e,t,n
5671,h,v,g,p,t,f
5672,h,y,d,p,f,f
5673,h,y,g,p,f,f
5674,w,v,d,p,f,y
5675,h,y,d,e,f,n
5676,h,y,p,p,f,f
5677,h,v,g,p,t,f
5678,h,v,g,p,t,f
5679,h,s,g,p,t,f
5680,w,c,w,e,t,n
5681,w,v,d,p,f,n
5682,h,v,d,e,f,n
5683,w,v,l,p,f,y
5684,w,c,w,e,t,n
5685,h,v,u,p,t,f
5686,h,v,d,p,f,f
5687,w,c,w,e,t,n
5688,w,v,l,e,f,n
5689,h,v,u,p,t,f
5690,h,v,p,p,f,f
5691,w,v,l,p,f,y
5692,w,c,w,e,t,n
5693,w,c,w,e,t,n
5694,h,v,g,p,f,f
5695,w,v,d,p,f,y
5696,w,c,w,e,t,n
5697,h,y,g,p,f,f
5698,w,v,d,p,f,s
5699,w,c,w,e,t,n
5700,h,v,d,p,f,f
5701,h,v,p,p,f,f
5702,h,y,p,p,f,f
5703,w,v,l,e,f,n
5704,r,v,g,p,t,n
5705,w,c,w,e,t,n
5706,h,v,u,p,t,f
5707,h,v,g,p,t,f
5708,h,v,g,p,f,f
5709,h,s,u,p,t,f
5710,w,v,p,p,f,y
5711,h,v,u,p,t,f
5712,w,c,w,e,t,n
5713,h,v,g,p,t,f
5714,w,v,p,p,f,y
5715,h,v,d,e,f,n
5716,w,c,w,e,t,n
5717,h,v,u,p,t,f
5718,w,c,l,p,t,n
5719,h,s,g,p,t,f
5720,w,v,p,p,f,s
5721,w,c,w,e,t,n
5722,w,v,d,p,f,y
5723,w,v,p,p,f,s
5724,h,s,g,p,t,f
5725,w,c,w,e,t,n
5726,h,s,g,p,t,f
5727,r,v,m,p,t,n
5728,w,v,l,e,f,n
5729,h,v,u,p,t,f
5730,h,v,g,p,t,f
5731,h,v,g,p,f,f
5732,w,c,w,e,t,n
5733,w,c,w,e,t,n
5734,h,v,d,e,f,n
5735,w,c,w,e,t,n
5736,h,v,u,p,t,f
5737,w,v,d,p,f,y
5738,w,c,w,e,t,n
5739,r,v,g,p,t,n
5740,h,s,u,p,t,f
5741,h,v,g,p,t,f
5742,w,c,w,e,t,n
5743,h,s,g,p,t,f
5744,w,c,w,e,t,n
5745,r,v,m,p,t,n
5746,w,v,d,p,f,s
5747,h,v,p,p,f,f
5748,h,s,u,p,t,f
5749,w,v,l,e,f,n
5750,h,v,u,p,t,f
5751,h,v,g,p,t,f
5752,r,v,m,p,t,n
5753,r,v,g,p,t,n
5754,h,s,g,p,t,f
5755,w,c,w,e,t,n
5756,w,v,l,p,f,s
5757,h,v,g,p,f,f
5758,w,c,w,e,t,n
5759,w,v,l,p,f,f
5760,h,s,u,p,t,f
5761,r,v,g,p,t,n
5762,w,v,l,p,f,y
5763,h,v,u,p,t,f
5764,h,v,u,p,t,f
5765,h,y,d,e,f,n
5766,h,s,g,p,t,f
5767,h,s,u,p,t,f
5768,h,v,d,e,f,n
5769,w,v,d,p,f,s
5770,w,c,w,e,t,n
5771,w,v,d,p,f,f
5772,w,v,l,p,f,y
5773,h,s,u,p,t,f
5774,h,y,d,e,f,n
5775,r,v,g,p,t,n
5776,h,v,u,p,t,f
5777,w,v,l,e,f,n
5778,h,v,d,e,f,n
5779,h,v,u,p,t,f
5780,h,v,d,e,f,n
5781,w,v,l,p,f,y
5782,w,c,w,e,t,n
5783,r,v,m,p,t,n
5784,w,v,d,p,f,n
5785,h,y,p,p,f,f
5786,h,v,g,p,t,f
5787,h,v,g,p,f,f
5788,w,c,w,e,t,n
5789,r,v,g,p,t,n
5790,r,v,m,p,t,n
5791,w,v,l,p,f,s
5792,h,v,u,p,t,f
5793,h,y,p,p,f,f
5794,r,v,g,p,t,n
5795,w,v,l,e,f,n
5796,h,y,g,p,f,f
5797,h,v,p,p,f,f
5798,h,v,g,p,f,f
5799,h,s,u,p,t,f
5800,w,v,l,p,f,y
5801,w,v,d,p,f,n
5802,w,v,p,p,f,f
5803,h,s,g,p,t,f
5804,h,y,g,p,f,f
5805,w,v,l,e,f,n
5806,h,s,g,p,t,f
5807,h,v,u,p,t,f
5808,w,c,w,e,t,n
5809,h,s,u,p,t,f
5810,h,v,d,p,f,f
5811,w,v,d,p,f,f
5812,h,v,g,p,t,f
5813,h,s,g,p,t,f
5814,h,v,g,p,f,f
5815,w,v,l,e,f,n
5816,w,v,l,p,f,s
5817,w,c,w,e,t,n
5818,w,v,l,p,f,y
5819,h,s,g,p,t,f
5820,w,v,l,p,f,y
5821,w,c,w,e,t,n
5822,h,v,p,p,f,f
5823,h,v,u,p,t,f
5824,w,c,w,e,t,n
5825,h,v,d,p,f,f
5826,h,v,d,p,f,f
5827,w,c,w,e,t,n
5828,h,v,g,p,t,f
5829,w,c,w,e,t,n
5830,h,y,d,p,f,f
5831,h,s,g,p,t,f
5832,w,v,p,p,f,s
5833,h,y,g,p,f,f
5834,r,v,g,p,t,n
5835,w,v,d,p,f,s
5836,h,v,d,e,f,n
5837,h,y,d,e,f,n
5838,w,v,p,p,f,f
5839,h,s,u,p,t,f
5840,h,v,d,e,f,n
5841,r,v,g,p,t,n
5842,h,v,d,p,f,f
5843,h,v,g,p,t,f
5844,h,y,p,p,f,f
5845,h,v,g,p,f,f
5846,h,y,d,p,f,f
5847,h,s,g,p,t,f
5848,h,v,d,e,f,n
5849,h,s,g,p,t,f
5850,w,c,w,e,t,n
5851,w,v,d,p,f,s
5852,h,s,g,p,t,f
5853,h,y,g,p,f,f
5854,r,v,m,p,t,n
5855,w,v,d,p,f,f
5856,r,v,m,p,t,n
5857,h,y,g,p,f,f
5858,h,y,d,p,f,f
5859,w,c,w,e,t,n
5860,w,c,w,e,t,n
5861,w,v,l,p,f,f
5862,w,c,w,e,t,n
5863,r,v,m,p,t,n
5864,w,c,w,e,t,n
5865,w,v,p,p,f,y
5866,w,c,w,e,t,n
5867,h,s,u,p,t,f
5868,r,v,g,p,t,n
5869,w,v,l,p,f,s
5870,w,v,l,p,f,y
5871,h,y,g,p,f,f
5872,w,v,l,p,f,f
5873,w,v,d,p,f,s
5874,h,v,u,p,t,f
5875,w,c,w,e,t,n
5876,h,y,d,e,f,n
5877,h,y,p,p,f,f
5878,h,v,g,p,t,f
5879,w,v,l,p,f,s
5880,h,v,u,p,t,f
5881,h,v,g,p,t,f
5882,h,y,g,p,f,f
5883,r,v,g,p,t,n
5884,w,c,w,e,t,n
5885,w,v,d,p,f,y
5886,h,v,p,p,f,f
5887,w,c,w,e,t,n
5888,h,v,g,p,t,f
5889,h,v,u,p,t,f
5890,h,s,u,p,t,f
5891,h,y,d,p,f,f
5892,w,v,p,p,f,f
5893,h,v,u,p,t,f
5894,w,c,w,e,t,n
5895,w,c,w,e,t,n
5896,h,v,d,e,f,n
5897,h,s,u,p,t,f
5898,h,s,u,p,t,f
5899,w,c,w,e,t,n
5900,h,y,g,p,f,f
5901,w,v,l,p,f,s
5902,r,v,g,p,t,n
5903,h,y,d,p,f,f
5904,w,v,l,e,f,n
5905,h,y,d,p,f,f
5906,h,s,u,p,t,f
5907,w,c,w,e,t,n
5908,w,c,w,e,t,n
5909,h,v,g,p,t,f
5910,h,y,p,p,f,f
5911,h,s,g,p,t,f
5912,h,v,p,p,f,f
5913,h,s,u,p,t,f
5914,w,c,w,e,t,n
5915,w,c,w,e,t,n
5916,h,y,g,p,f,f
5917,w,c,w,e,t,n
5918,w,c,w,e,t,n
5919,h,v,u,p,t,f
5920,h,v,u,p,t,f
5921,h,v,p,p,f,f
5922,h,v,u,p,t,f
5923,h,v,g,p,t,f
5924,h,v,g,p,f,f
5925,h,y,d,p,f,f
5926,h,y,p,p,f,f
5927,h,v,p,p,f,f
5928,r,v,m,p,t,n
5929,w,v,l,p,f,f
5930,r,v,g,p,t,n
5931,w,c,w,e,t,n
5932,w,v,p,p,f,y
5933,w,v,p,p,f,y
5934,w,v,p,p,f,f
5935,h,s,g,p,t,f
5936,w,v,d,p,f,n
5937,h,v,u,p,t,f
5938,w,c,w,e,t,n
5939,w,c,w,e,t,n
5940,w,c,w,e,t,n
5941,r,v,m,p,t,n
5942,h,v,g,p,t,f
5943,h,s,g,p,t,f
5944,h,v,g,p,f,f
5945,w,v,p,p,f,s
5946,r,v,g,p,t,n
5947,h,v,u,p,t,f
5948,r,v,g,p,t,n
5949,h,y,d,e,f,n
5950,w,v,l,e,f,n
5951,h,v,p,p,f,f
5952,h,v,g,p,t,f
5953,h,v,g,p,f,f
5954,w,c,w,e,t,n
5955,h,y,p,p,f,f
5956,w,v,d,p,f,n
5957,w,v,p,p,f,s
5958,h,y,d,p,f,f
5959,h,y,g,p,f,f
5960,h,s,g,p,t,f
5961,w,v,d,p,f,f
5962,w,c,w,e,t,n
5963,w,v,l,e,f,n
5964,r,v,g,p,t,n
5965,w,v,d,p,f,n
5966,h,v,g,p,f,f
5967,w,v,p,p,f,s
5968,h,y,d,p,f,f
5969,h,v,d,p,f,f
5970,h,s,g,p,t,f
5971,h,y,d,e,f,n
5972,w,v,p,p,f,y
5973,r,v,m,p,t,n
5974,w,v,l,p,f,y
5975,h,v,g,p,t,f
5976,h,v,u,p,t,f
5977,w,c,w,e,t,n
5978,h,s,g,p,t,f
5979,w,v,l,e,f,n
5980,h,v,d,p,f,f
5981,h,y,d,e,f,n
5982,h,s,u,p,t,f
5983,r,v,g,p,t,n
5984,h,y,d,p,f,f
5985,h,s,g,p,t,f
5986,w,v,l,p,f,f
5987,h,v,g,p,f,f
5988,h,s,g,p,t,f
5989,h,s,u,p,t,f
5990,w,v,d,p,f,s
5991,h,y,d,p,f,f
5992,w,v,d,p,f,f
5993,r,v,g,p,t,n
5994,h,v,g,p,f,f
5995,w,v,l,p,f,y
5996,w,v,d,p,f,f
5997,w,c,w,e,t,n
5998,h,y,d,e,f,n
5999,h,v,u,p,t,f
6000,h,y,g,p,f,f
6001,w,v,p,p,f,f
6002,w,v,d,p,f,s
6003,w,v,d,p,f,f
6004,w,v,p,p,f,f
6005,w,v,p,p,f,f
6006,w,v,d,p,f,s
6007,w,v,l,p,f,y
6008,w,v,p,p,f,y
6009,w,v,l,p,f,s
6010,w,v,p,p,f,f
6011,w,v,d,p,f,f
6012,w,v,l,p,f,s
6013,w,v,l,p,f,s
6014,w,v,d,p,f,f
6015,w,v,l,p,f,y
6016,w,v,p,p,f,f
6017,w,v,p,p,f,y
6018,w,v,p,p,f,f
6019,w,v,d,p,f,s
6020,w,v,p,p,f,y
6021,w,v,l,p,f,f
6022,w,v,d,p,f,y
6023,w,v,l,p,f,s
6024,w,v,p,p,f,y
6025,w,v,d,p,f,y
6026,w,v,p,p,f,s
6027,w,v,d,p,f,y
6028,w,v,l,p,f,y
6029,w,v,d,p,f,s
6030,w,v,l,p,f,y
6031,w,v,p,p,f,s
6032,w,v,p,p,f,s
6033,w,v,l,p,f,s
6034,w,v,p,p,f,f
6035,w,v,d,p,f,s
6036,w,v,p,p,f,s
6037,w,v,l,p,f,f
6038,w,v,l,p,f,y
6039,n,c,l,e,f,n
6040,w,v,d,p,f,y
6041,n,v,l,e,f,n
6042,w,v,d,p,f,y
6043,w,v,l,p,f,s
6044,w,v,p,p,f,y
6045,w,v,l,p,f,y
6046,w,v,l,p,f,y
6047,w,v,d,p,f,f
6048,w,v,d,p,f,s
6049,w,v,d,p,f,y
6050,w,v,d,p,f,f
6051,w,v,p,p,f,s
6052,w,v,l,p,f,f
6053,w,v,d,p,f,s
6054,w,v,l,p,f,y
6055,w,v,l,p,f,f
6056,w,v,d,p,f,y
6057,w,v,d,p,f,f
6058,w,v,p,p,f,y
6059,w,v,d,p,f,f
6060,w,v,l,p,f,s
6061,w,v,l,p,f,f
6062,w,v,d,p,f,f
6063,w,v,l,p,f,s
6064,w,v,l,p,f,f
6065,w,v,p,p,f,s
6066,w,v,l,p,f,s
6067,w,v,p,p,f,f
6068,w,v,p,p,f,s
6069,w,n,g,e,f,n
6070,w,v,p,p,f,y
6071,w,v,d,p,f,f
6072,w,v,d,p,f,f
6073,w,v,l,p,f,s
6074,w,v,l,p,f,s
6075,w,v,l,p,f,s
6076,w,v,d,p,f,f
6077,w,v,l,p,f,y
6078,w,v,p,p,f,f
6079,w,v,p,p,f,s
6080,w,v,l,p,f,s
6081,w,v,l,p,f,y
6082,w,v,d,p,f,y
6083,w,v,l,p,f,s
6084,w,v,p,p,f,s
6085,w,v,l,p,f,y
6086,w,v,d,p,f,s
6087,w,v,d,p,f,y
6088,w,v,l,p,f,s
6089,w,v,l,p,f,y
6090,w,v,d,p,f,s
6091,w,v,l,p,f,f
6092,w,v,l,p,f,y
6093,w,v,d,p,f,f
6094,w,v,l,p,f,f
6095,w,v,l,p,f,y
6096,w,v,l,p,f,f
6097,w,v,p,p,f,f
6098,w,v,p,p,f,y
6099,w,v,d,p,f,y
6100,w,v,l,p,f,f
6101,w,v,p,p,f,f
6102,w,v,p,p,f,s
6103,w,v,d,p,f,f
6104,w,v,l,p,f,s
6105,w,v,d,p,f,y
6106,w,v,l,p,f,y
6107,w,v,l,p,f,s
6108,w,v,l,p,f,y
6109,w,v,l,p,f,s
6110,w,v,p,p,f,f
6111,w,v,p,p,f,y
6112,w,v,l,p,f,s
6113,w,v,p,p,f,f
6114,w,v,l,p,f,f
6115,w,v,d,p,f,f
6116,w,v,l,p,f,s
6117,w,v,l,p,f,s
6118,w,v,l,p,f,f
6119,w,v,l,p,f,f
6120,w,v,p,p,f,s
6121,w,v,p,e,t,n
6122,w,v,p,p,f,y
6123,w,v,d,p,f,y
6124,w,v,l,p,f,y
6125,w,v,p,p,f,s
6126,w,v,l,p,f,y
6127,w,v,l,p,f,s
6128,w,v,l,p,f,f
6129,w,v,l,p,f,f
6130,w,v,d,p,f,y
6131,w,v,d,p,f,f
6132,w,v,p,p,f,f
6133,w,v,l,p,f,y
6134,w,v,p,p,f,y
6135,w,v,l,p,f,s
6136,w,v,p,p,f,f
6137,w,v,d,p,f,s
6138,w,v,d,p,f,y
6139,w,v,p,p,f,y
6140,w,v,l,p,f,f
6141,w,v,p,p,f,s
6142,w,v,l,p,f,y
6143,w,n,g,e,f,n
6144,w,v,l,p,f,s
6145,w,v,p,p,f,f
6146,w,v,l,p,f,s
6147,w,v,l,p,f,y
6148,w,s,g,e,f,n
6149,w,v,p,p,f,s
6150,w,v,p,p,f,s
6151,w,v,d,p,f,s
6152,w,v,d,p,f,f
6153,w,v,p,p,f,f
6154,w,v,p,p,f,f
6155,w,v,p,p,f,s
6156,w,v,d,p,f,y
6157,w,v,d,p,f,f
6158,w,v,d,p,f,f
6159,w,v,d,p,f,f
6160,w,v,d,p,f,s
6161,w,v,d,p,f,f
6162,w,v,l,p,f,s
6163,w,v,d,p,f,s
6164,w,v,d,p,f,s
6165,w,v,d,p,f,y
6166,w,v,d,p,f,y
6167,w,v,d,p,f,f
6168,w,v,p,p,f,y
6169,w,v,l,p,f,y
6170,w,v,d,p,f,y
6171,w,v,l,p,f,y
6172,w,v,p,p,f,f
6173,w,v,l,p,f,f
6174,w,v,l,p,f,f
6175,w,v,p,p,f,f
6176,w,v,p,p,f,f
6177,w,v,l,p,f,f
6178,w,v,p,p,f,f
6179,w,v,d,p,f,s
6180,w,v,l,p,f,y
6181,w,v,l,p,f,f
6182,w,v,d,p,f,s
6183,w,v,d,p,f,f
6184,w,v,p,p,f,s
6185,w,v,l,p,f,s
6186,w,v,p,p,f,y
6187,w,v,d,p,f,f
6188,w,v,p,p,f,s
6189,w,v,d,p,f,s
6190,w,v,l,p,f,s
6191,w,v,p,p,f,s
6192,w,v,l,p,f,f
6193,w,v,l,p,f,f
6194,w,v,p,p,f,f
6195,w,n,g,e,f,n
6196,w,v,p,p,f,s
6197,w,v,d,p,f,s
6198,w,v,l,p,f,s
6199,w,v,p,p,f,y
6200,w,v,d,p,f,y
6201,w,v,l,p,f,f
6202,w,v,d,p,f,f
6203,w,v,p,p,f,f
6204,w,s,g,e,f,n
6205,w,v,p,p,f,s
6206,w,v,p,p,f,f
6207,w,v,l,p,f,y
6208,w,v,l,p,f,s
6209,w,v,l,p,f,y
6210,w,v,d,p,f,y
6211,w,v,p,p,f,f
6212,w,v,p,p,f,y
6213,w,v,p,p,f,f
6214,w,v,d,p,f,s
6215,w,n,g,e,f,n
6216,w,v,l,p,f,s
6217,w,v,l,p,f,f
6218,w,v,l,p,f,f
6219,w,v,p,p,f,s
6220,w,s,g,e,f,n
6221,w,v,d,p,f,s
6222,w,v,p,p,f,y
6223,w,v,p,p,f,f
6224,w,v,l,p,f,s
6225,w,v,p,p,f,f
6226,w,v,d,p,f,y
6227,w,v,p,p,f,s
6228,w,v,p,p,f,f
6229,w,v,d,p,f,s
6230,w,v,d,p,f,y
6231,w,v,d,p,f,y
6232,w,v,l,p,f,y
6233,w,v,l,p,f,y
6234,w,v,l,p,f,y
6235,w,v,l,p,f,f
6236,w,v,p,p,f,f
6237,w,v,d,p,f,f
6238,w,v,d,p,f,s
6239,w,v,d,p,f,y
6240,w,v,d,p,f,y
6241,w,v,l,p,f,s
6242,w,v,d,p,f,f
6243,w,v,d,p,f,f
6244,w,v,l,p,f,y
6245,w,v,l,p,f,y
6246,w,v,d,p,f,f
6247,w,v,l,p,f,s
6248,w,v,d,p,f,s
6249,w,v,l,p,f,f
6250,w,v,p,p,f,y
6251,w,v,d,p,f,s
6252,w,v,p,p,f,s
6253,w,v,d,p,f,f
6254,w,v,p,p,f,s
6255,w,v,d,p,f,s
6256,w,v,d,p,f,y
6257,w,v,l,p,f,y
6258,w,v,d,p,f,s
6259,w,v,l,p,f,s
6260,w,v,l,p,f,y
6261,w,v,p,p,f,f
6262,w,s,g,e,f,n
6263,w,v,l,p,f,y
6264,w,v,d,p,f,s
6265,w,v,d,p,f,y
6266,w,v,l,p,f,s
6267,w,v,p,p,f,s
6268,w,v,p,p,f,y
6269,w,v,p,p,f,s
6270,w,v,d,p,f,y
6271,w,v,p,p,f,f
6272,w,v,d,p,f,s
6273,w,v,p,p,f,s
6274,w,v,l,p,f,f
6275,w,v,l,p,f,s
6276,w,v,d,p,f,y
6277,w,v,p,p,f,s
6278,w,v,l,p,f,f
6279,w,v,p,p,f,f
6280,w,s,g,e,f,n
6281,w,v,p,p,f,s
6282,w,v,l,p,f,y
6283,w,v,d,p,f,f
6284,w,v,p,p,f,f
6285,w,v,l,p,f,y
6286,w,v,d,p,f,s
6287,w,v,d,p,f,f
6288,w,v,d,p,f,f
6289,w,v,l,p,f,f
6290,w,v,d,p,f,s
6291,w,v,l,p,f,y
6292,w,v,p,p,f,s
6293,w,v,d,p,f,s
6294,w,v,l,p,f,s
6295,w,v,p,p,f,y
6296,w,v,p,p,f,f
6297,w,v,l,p,f,f
6298,w,v,p,p,f,f
6299,w,v,p,p,f,y
6300,w,v,p,p,f,y
6301,w,v,d,p,f,s
6302,w,v,p,p,f,y
6303,w,v,l,p,f,f
6304,w,v,d,p,f,s
6305,w,v,d,p,f,s
6306,w,v,p,p,f,f
6307,w,v,p,p,f,f
6308,w,v,l,p,f,f
6309,w,v,d,p,f,y
6310,w,v,p,p,f,f
6311,w,v,l,p,f,f
6312,w,v,p,p,f,f
6313,w,v,l,p,f,f
6314,w,v,d,p,f,s
6315,w,v,d,p,f,f
6316,w,v,d,p,f,y
6317,w,v,p,p,f,f
6318,w,v,d,p,f,y
6319,w,v,p,p,f,f
6320,w,v,l,p,f,y
6321,w,v,p,p,f,f
6322,w,v,p,p,f,y
6323,w,v,l,p,f,f
6324,w,v,p,p,f,s
6325,w,v,p,p,f,s
6326,w,v,l,p,f,y
6327,w,v,d,p,f,s
6328,w,v,l,p,f,y
6329,w,v,l,p,f,f
6330,w,v,p,p,f,f
6331,w,v,d,p,f,f
6332,w,s,g,e,f,n
6333,w,v,l,p,f,f
6334,w,v,l,p,f,f
6335,w,v,l,p,f,s
6336,w,v,d,p,f,s
6337,w,v,p,p,f,f
6338,w,v,l,p,f,y
6339,w,v,p,p,f,s
6340,w,v,l,p,f,f
6341,w,v,d,p,f,f
6342,w,v,l,p,f,f
6343,w,v,l,p,f,f
6344,w,v,d,p,f,y
6345,w,v,l,p,f,f
6346,w,v,p,p,f,f
6347,w,v,l,p,f,f
6348,w,v,d,p,f,s
6349,w,v,d,p,f,f
6350,w,v,l,p,f,f
6351,w,v,p,p,f,f
6352,w,v,p,p,f,f
6353,w,v,l,p,f,s
6354,w,v,l,p,f,y
6355,w,v,p,p,f,y
6356,w,v,p,p,f,y
6357,w,v,p,p,f,f
6358,w,v,p,p,f,y
6359,w,v,p,p,f,y
6360,w,v,p,p,f,f
6361,w,v,d,p,f,f
6362,w,v,d,p,f,y
6363,w,v,l,p,f,f
6364,w,v,d,p,f,s
6365,w,v,l,p,f,y
6366,w,v,p,p,f,f
6367,w,n,g,e,f,n
6368,w,v,p,p,f,f
6369,w,v,d,p,f,f
6370,w,v,p,p,f,y
6371,w,v,d,p,f,f
6372,w,v,d,p,f,y
6373,w,v,l,p,f,f
6374,w,v,d,p,f,f
6375,w,v,p,p,f,y
6376,o,v,l,e,f,n
6377,w,v,d,p,f,f
6378,w,v,p,p,f,s
6379,w,v,l,p,f,y
6380,w,v,l,p,f,s
6381,w,v,p,p,f,s
6382,w,v,l,p,f,f
6383,w,v,l,p,f,s
6384,w,v,p,p,f,s
6385,w,v,p,p,f,y
6386,w,v,l,p,f,f
6387,w,v,d,p,f,s
6388,w,v,p,p,f,f
6389,w,v,l,p,f,y
6390,w,v,p,p,f,s
6391,w,v,p,p,f,y
6392,w,v,p,p,f,s
6393,w,v,d,p,f,f
6394,w,v,d,p,f,y
6395,w,v,d,p,f,y
6396,w,v,p,p,f,f
6397,w,s,g,e,f,n
6398,w,v,d,p,f,y
6399,w,v,l,p,f,f
6400,w,v,l,p,f,y
6401,w,v,l,p,f,s
6402,w,v,p,p,f,s
6403,w,v,l,p,f,f
6404,w,s,g,e,f,n
6405,w,v,l,p,f,s
6406,w,v,p,p,f,s
6407,w,s,g,e,f,n
6408,w,v,l,p,f,y
6409,w,v,l,p,f,s
6410,w,v,d,p,f,f
6411,w,v,p,p,f,s
6412,w,v,d,p,f,f
6413,w,v,p,p,f,s
6414,w,v,l,p,f,s
6415,w,v,l,p,f,s
6416,w,c,d,p,f,m
6417,w,v,d,p,f,y
6418,w,v,d,p,f,y
6419,w,v,p,p,f,s
6420,w,v,p,p,f,y
6421,w,v,p,p,f,f
6422,w,v,l,p,f,s
6423,w,v,l,p,f,f
6424,w,v,p,p,f,s
6425,y,c,l,e,f,n
6426,w,v,d,p,f,s
6427,w,v,l,p,f,s
6428,w,v,l,p,f,s
6429,w,v,p,p,f,f
6430,w,v,d,p,f,y
6431,w,v,d,p,f,f
6432,w,v,p,p,f,s
6433,w,v,p,p,f,y
6434,w,v,p,p,f,f
6435,o,v,l,e,f,n
6436,w,v,p,p,f,s
6437,w,v,p,p,f,f
6438,w,v,d,p,f,f
6439,w,v,p,p,f,y
6440,w,v,d,p,f,f
6441,w,v,d,p,f,s
6442,w,v,l,p,f,f
6443,w,v,l,p,f,y
6444,w,v,d,p,f,s
6445,w,v,l,p,f,y
6446,w,v,l,p,f,y
6447,w,v,l,p,f,y
6448,w,v,d,p,f,y
6449,w,v,p,p,f,y
6450,w,n,g,e,f,n
6451,w,v,l,p,f,y
6452,w,v,l,p,f,y
6453,w,v,d,p,f,f
6454,w,v,p,p,f,s
6455,w,v,d,p,f,y
6456,w,v,p,p,f,f
6457,w,v,l,p,f,s
6458,w,v,l,p,f,s
6459,w,v,l,p,f,y
6460,w,v,d,p,f,s
6461,w,v,l,p,f,s
6462,w,v,l,p,f,f
6463,w,v,p,p,f,s
6464,w,v,p,p,f,f
6465,w,v,l,p,f,f
6466,w,v,l,p,f,y
6467,w,v,p,p,f,y
6468,w,v,p,p,f,y
6469,w,v,d,p,f,y
6470,w,v,l,p,f,f
6471,w,v,p,p,f,f
6472,w,v,d,p,f,f
6473,w,v,l,p,f,s
6474,w,v,p,p,f,y
6475,w,v,l,p,f,f
6476,w,v,d,p,f,y
6477,w,v,l,p,f,f
6478,w,v,p,p,f,y
6479,w,v,d,p,f,s
6480,w,v,p,p,f,s
6481,w,v,d,p,f,s
6482,w,v,p,p,f,y
6483,w,v,d,p,f,s
6484,w,v,d,p,f,y
6485,w,v,l,p,f,y
6486,w,v,p,p,f,y
6487,w,v,l,p,f,s
6488,w,v,d,p,f,f
6489,w,v,p,p,f,s
6490,w,v,p,p,f,f
6491,w,v,l,p,f,s
6492,w,v,d,p,f,s
6493,w,v,l,p,f,f
6494,w,v,l,p,f,s
6495,w,v,p,p,f,f
6496,w,v,d,p,f,y
6497,w,v,d,p,f,y
6498,w,v,d,p,f,f
6499,w,v,d,p,f,s
6500,w,v,d,p,f,f
6501,w,v,d,p,f,f
6502,w,v,d,p,f,s
6503,w,v,d,p,f,f
6504,w,v,d,p,f,f
6505,w,v,d,p,f,y
6506,w,v,l,p,f,s
6507,w,v,p,p,f,f
6508,w,v,p,p,f,s
6509,w,v,d,p,f,y
6510,w,n,g,e,f,n
6511,w,v,d,p,f,s
6512,w,v,l,p,f,f
6513,w,v,l,p,f,y
6514,w,v,d,p,f,y
6515,w,v,d,p,f,y
6516,w,v,p,p,f,f
6517,w,v,l,p,f,y
6518,w,n,g,e,f,n
6519,w,v,l,p,f,f
6520,w,v,l,p,f,f
6521,w,v,p,p,f,y
6522,w,v,p,p,f,y
6523,w,v,p,p,f,y
6524,w,v,d,p,f,f
6525,w,v,d,p,f,s
6526,w,v,l,p,f,f
6527,w,v,l,p,f,s
6528,w,v,p,p,f,s
6529,w,v,d,p,f,y
6530,w,v,p,p,f,s
6531,w,n,g,e,f,n
6532,w,v,d,p,f,f
6533,w,v,d,p,f,f
6534,w,v,d,p,f,f
6535,w,v,l,p,f,s
6536,w,v,d,p,f,y
6537,w,v,l,p,f,y
6538,w,v,l,p,f,s
6539,w,v,l,p,f,y
6540,w,v,p,p,f,y
6541,w,v,d,p,f,s
6542,w,v,p,p,f,s
6543,w,v,l,p,f,f
6544,w,v,l,p,f,s
6545,w,v,l,p,f,s
6546,w,v,d,p,f,f
6547,w,v,p,p,f,y
6548,w,v,p,p,f,f
6549,w,v,l,p,f,s
6550,w,v,p,p,f,s
6551,w,v,p,p,f,f
6552,w,v,p,p,f,s
6553,w,v,p,p,f,y
6554,w,v,d,p,f,s
6555,w,v,p,p,f,y
6556,w,v,p,p,f,f
6557,w,v,p,p,f,s
6558,w,v,p,p,f,s
6559,b,v,l,e,f,n
6560,w,v,l,p,f,y
6561,w,v,l,p,f,y
6562,w,v,d,p,f,f
6563,w,v,d,p,f,y
6564,w,v,p,p,f,y
6565,w,v,d,p,f,y
6566,w,v,p,p,f,f
6567,w,v,d,p,f,y
6568,w,v,l,p,f,f
6569,w,v,l,p,f,f
6570,w,v,p,p,f,s
6571,w,v,p,p,f,y
6572,w,v,d,p,f,s
6573,w,v,l,p,f,f
6574,w,v,p,p,f,y
6575,w,v,l,p,f,y
6576,w,v,p,p,f,f
6577,w,v,p,p,f,f
6578,w,v,l,p,f,y
6579,w,v,d,p,f,f
6580,w,v,p,p,f,y
6581,w,v,l,p,f,y
