"ID","spore_print_color","population","habitat","edible_or_poisonous","bruises","odor","cap_shape","cap_surface","cap_color","gill_attachment","gill_spacing","gill_size","gill_color","ring_number","ring_type","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","stalk_shape","veil_type","veil_color"
5158,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5159,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5160,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","white","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5161,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
5162,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","pink","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5163,"white","several","woods","poisonous","FALSE","none","flat","fibrous","brown","free","close","narrow","white","1","evanescent","?","silky","scaly","white","yellow","enlarging","partial","white"
5164,"white","clustered","waste","edible","TRUE","none","convex","scaly","red","free","close","broad","white","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5165,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","white","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5166,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","pink","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5167,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","red","free","close","broad","white","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5168,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5169,"white","several","woods","poisonous","FALSE","none","convex","fibrous","brown","free","close","narrow","white","1","evanescent","?","silky","scaly","white","brown","enlarging","partial","white"
5170,"white","clustered","waste","edible","TRUE","none","convex","scaly","brown","free","close","broad","red","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5171,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5172,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5173,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5174,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5175,"chocolate","several","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5176,"white","clustered","waste","edible","TRUE","none","convex","smooth","pink","free","close","broad","white","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5177,"white","clustered","waste","edible","TRUE","none","flat","smooth","pink","free","close","broad","red","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5178,"green","several","grasses","poisonous","TRUE","none","bell","scaly","white","free","close","broad","green","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5179,"white","several","leaves","edible","FALSE","none","convex","scaly","cinnamon","free","crowded","narrow","white","1","evanescent","bulbous","fibrous","fibrous","white","brown","enlarging","partial","white"
5180,"white","clustered","waste","edible","TRUE","none","flat","smooth","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5181,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5182,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","white","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5183,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5184,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","white","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5185,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5186,"white","several","leaves","edible","FALSE","none","flat","scaly","cinnamon","free","crowded","narrow","white","1","evanescent","bulbous","smooth","fibrous","white","brown","enlarging","partial","white"
5187,"white","several","woods","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
5188,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5189,"chocolate","several","woods","edible","FALSE","none","convex","scaly","white","free","close","narrow","chocolate","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5190,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5191,"green","several","grasses","poisonous","TRUE","none","flat","scaly","pink","free","close","broad","white","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5192,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","chocolate","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5193,"white","several","woods","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","white","tapering","partial","white"
5194,"white","clustered","waste","edible","TRUE","none","knobbed","smooth","pink","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5195,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","pink","tapering","partial","white"
5196,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5197,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5198,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","pink","free","close","broad","red","2","evanescent","?","smooth","smooth","white","red","enlarging","partial","white"
5199,"chocolate","several","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5200,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5201,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","gray","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5202,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","pink","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5203,"white","several","paths","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","white","tapering","partial","white"
5204,"chocolate","several","woods","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5205,"chocolate","several","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5206,"white","several","woods","poisonous","FALSE","none","flat","fibrous","brown","free","close","narrow","white","1","evanescent","?","silky","scaly","white","brown","enlarging","partial","white"
5207,"white","clustered","waste","edible","TRUE","none","knobbed","smooth","buff","free","close","broad","white","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5208,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5209,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
