ID, stalk root, stalk surface above ring, stalk surface below ring, stalk color above ring, stalk color below ring, stalk shape
5644,b,k,k,p,b,e
5645,?,k,s,p,w,t
5646,?,s,s,e,e,e
5647,b,f,s,w,w,t
5648,b,f,f,w,w,t
5649,b,k,k,p,p,e
5650,?,s,s,e,w,e
5651,b,k,k,n,n,e
5652,b,k,k,n,n,e
5653,?,s,s,e,e,e
5654,?,s,s,e,e,e
5655,b,k,k,p,n,e
5656,b,s,f,w,w,t
5657,b,k,k,p,p,e
5658,b,f,f,w,w,t
5659,b,f,s,w,w,t
5660,?,k,y,w,y,e
5661,b,s,f,w,w,t
5662,?,s,s,e,e,e
5663,b,k,k,p,n,e
5664,b,s,f,w,w,t
5665,b,f,s,w,n,e
5666,b,k,k,b,b,e
5667,b,f,f,w,n,e
5668,b,k,k,p,p,e
5669,?,k,k,w,w,t
5670,?,s,s,w,w,e
5671,b,f,f,w,w,t
5672,b,k,k,b,n,e
5673,b,k,k,p,b,e
5674,?,s,k,p,p,t
5675,?,s,f,w,w,e
5676,b,k,k,n,b,e
5677,b,f,f,w,w,t
5678,b,f,f,w,w,t
5679,b,f,s,w,w,t
5680,?,s,s,e,e,e
5681,?,k,y,w,n,e
5682,?,s,f,w,w,e
5683,?,s,s,p,p,t
5684,?,s,s,w,w,e
5685,b,f,s,w,w,t
5686,b,k,k,p,b,e
5687,?,s,s,e,e,e
5688,b,s,s,w,n,e
5689,b,s,f,w,w,t
5690,b,k,k,p,n,e
5691,?,s,k,p,w,t
5692,?,s,s,e,w,e
5693,?,s,s,w,w,e
5694,b,k,k,p,b,e
5695,?,k,k,w,w,t
5696,?,s,s,e,w,e
5697,b,k,k,p,p,e
5698,?,s,s,p,p,t
5699,?,s,s,e,e,e
5700,b,k,k,p,p,e
5701,b,k,k,n,p,e
5702,b,k,k,b,n,e
5703,b,f,s,w,n,e
5704,b,s,s,w,w,e
5705,?,s,s,e,w,e
5706,b,f,f,w,w,t
5707,b,s,s,w,w,t
5708,b,k,k,b,n,e
5709,b,s,s,w,w,t
5710,?,s,k,p,w,t
5711,b,f,f,w,w,t
5712,?,s,s,w,w,e
5713,b,s,s,w,w,t
5714,?,k,k,w,p,t
5715,?,s,f,w,w,e
5716,?,s,s,w,e,e
5717,b,s,s,w,w,t
5718,b,s,s,w,w,e
5719,b,s,s,w,w,t
5720,?,s,s,p,w,t
5721,?,s,s,w,w,e
5722,?,k,s,p,w,t
5723,?,s,s,w,w,t
5724,b,f,f,w,w,t
5725,?,s,s,w,e,e
5726,b,s,s,w,w,t
5727,b,s,s,w,w,e
5728,b,f,s,w,n,e
5729,b,s,s,w,w,t
5730,b,s,s,w,w,t
5731,b,k,k,p,n,e
5732,?,s,s,e,w,e
5733,?,s,s,e,w,e
5734,?,s,f,w,w,e
5735,?,s,s,e,e,e
5736,b,s,f,w,w,t
5737,?,s,k,p,w,t
5738,?,s,s,e,e,e
5739,b,s,s,w,w,e
5740,b,s,f,w,w,t
5741,b,s,s,w,w,t
5742,?,s,s,w,w,e
5743,b,s,f,w,w,t
5744,?,s,s,e,e,e
5745,b,s,s,w,w,e
5746,?,k,s,p,w,t
5747,b,k,k,p,n,e
5748,b,f,f,w,w,t
5749,b,s,f,w,n,e
5750,b,s,f,w,w,t
5751,b,f,s,w,w,t
5752,b,s,s,w,w,e
5753,b,s,s,w,w,e
5754,b,s,f,w,w,t
5755,?,s,s,w,e,e
5756,?,s,k,w,w,t
5757,b,k,k,b,n,e
5758,?,s,s,w,w,e
5759,?,k,s,w,w,t
5760,b,s,s,w,w,t
5761,b,s,s,w,w,e
5762,?,k,s,w,p,t
5763,b,f,f,w,w,t
5764,b,s,s,w,w,t
5765,?,s,f,w,w,e
5766,b,f,s,w,w,t
5767,b,f,s,w,w,t
5768,?,s,f,w,w,e
5769,?,s,k,p,p,t
5770,?,s,s,w,w,e
5771,?,k,k,p,w,t
5772,?,k,k,p,p,t
5773,b,f,f,w,w,t
5774,?,s,f,w,w,e
5775,b,s,s,w,w,e
5776,b,f,f,w,w,t
5777,b,f,f,w,n,e
5778,?,s,f,w,w,e
5779,b,s,f,w,w,t
5780,?,s,f,w,w,e
5781,?,k,k,w,p,t
5782,?,s,s,e,w,e
5783,b,s,s,w,w,e
5784,?,k,y,w,y,e
5785,b,k,k,p,p,e
5786,b,s,f,w,w,t
5787,b,k,k,b,b,e
5788,?,s,s,e,e,e
5789,b,s,s,w,w,e
5790,b,s,s,w,w,e
5791,?,s,k,p,p,t
5792,b,f,s,w,w,t
5793,b,k,k,p,b,e
5794,b,s,s,w,w,e
5795,b,s,f,w,n,e
5796,b,k,k,p,p,e
5797,b,k,k,p,b,e
5798,b,k,k,n,p,e
5799,b,s,f,w,w,t
5800,?,s,k,w,p,t
5801,?,k,y,w,y,e
5802,?,k,k,p,w,t
5803,b,s,f,w,w,t
5804,b,k,k,b,n,e
5805,b,s,s,w,n,e
5806,b,f,s,w,w,t
5807,b,f,f,w,w,t
5808,?,s,s,e,e,e
5809,b,s,s,w,w,t
5810,b,k,k,b,n,e
5811,?,s,k,p,p,t
5812,b,s,s,w,w,t
5813,b,s,s,w,w,t
5814,b,k,k,n,n,e
5815,b,s,s,w,n,e
5816,?,k,k,p,p,t
5817,?,s,s,w,e,e
5818,?,k,s,w,w,t
5819,b,s,f,w,w,t
5820,?,s,k,p,p,t
5821,?,s,s,e,e,e
5822,b,k,k,p,p,e
5823,b,f,f,w,w,t
5824,?,s,s,e,e,e
5825,b,k,k,b,p,e
5826,b,k,k,n,p,e
5827,?,s,s,e,w,e
5828,b,f,f,w,w,t
5829,?,s,s,e,w,e
5830,b,k,k,n,b,e
5831,b,s,f,w,w,t
5832,?,s,k,p,p,t
5833,b,k,k,b,n,e
5834,b,s,s,w,w,e
5835,?,k,s,p,p,t
5836,?,s,f,w,w,e
5837,?,s,f,w,w,e
5838,?,s,s,p,w,t
5839,b,f,s,w,w,t
5840,?,s,f,w,w,e
5841,b,s,s,w,w,e
5842,b,k,k,p,b,e
5843,b,s,f,w,w,t
5844,b,k,k,p,n,e
5845,b,k,k,p,p,e
5846,b,k,k,p,n,e
5847,b,f,f,w,w,t
5848,?,s,f,w,w,e
5849,b,f,s,w,w,t
5850,?,s,s,e,e,e
5851,?,k,k,p,w,t
5852,b,f,f,w,w,t
5853,b,k,k,p,p,e
5854,b,s,s,w,w,e
5855,?,s,k,p,w,t
5856,b,s,s,w,w,e
5857,b,k,k,n,p,e
5858,b,k,k,n,b,e
5859,?,s,s,w,w,e
5860,?,s,s,e,e,e
5861,?,k,s,p,w,t
5862,?,s,s,e,e,e
5863,b,s,s,w,w,e
5864,?,s,s,w,w,e
5865,?,s,k,p,p,t
5866,?,s,s,e,e,e
5867,b,s,s,w,w,t
5868,b,s,s,w,w,e
5869,?,s,k,p,w,t
5870,?,k,s,w,w,t
5871,b,k,k,b,b,e
5872,?,s,k,w,p,t
5873,?,k,k,w,p,t
5874,b,f,s,w,w,t
5875,?,s,s,e,w,e
5876,?,s,f,w,w,e
5877,b,k,k,b,p,e
5878,b,s,f,w,w,t
5879,?,s,k,w,p,t
5880,b,s,f,w,w,t
5881,b,s,f,w,w,t
5882,b,k,k,b,p,e
5883,b,s,s,w,w,e
5884,?,s,s,e,e,e
5885,?,k,k,w,w,t
5886,b,k,k,b,n,e
5887,?,s,s,e,w,e
5888,b,s,f,w,w,t
5889,b,f,f,w,w,t
5890,b,s,s,w,w,t
5891,b,k,k,b,b,e
5892,?,s,s,w,p,t
5893,b,f,f,w,w,t
5894,?,s,s,w,w,e
5895,?,s,s,e,e,e
5896,?,s,f,w,w,e
5897,b,f,s,w,w,t
5898,b,s,s,w,w,t
5899,?,s,s,w,w,e
5900,b,k,k,b,p,e
5901,?,k,k,p,w,t
5902,b,s,s,w,w,e
5903,b,k,k,b,n,e
5904,b,s,s,w,n,e
5905,b,k,k,b,n,e
5906,b,f,s,w,w,t
5907,?,s,s,e,e,e
5908,?,s,s,w,e,e
5909,b,f,f,w,w,t
5910,b,k,k,p,n,e
5911,b,s,f,w,w,t
5912,b,k,k,n,p,e
5913,b,s,s,w,w,t
5914,?,s,s,e,e,e
5915,?,s,s,w,w,e
5916,b,k,k,b,b,e
5917,?,s,s,w,w,e
5918,?,s,s,w,w,e
5919,b,f,f,w,w,t
5920,b,s,s,w,w,t
5921,b,k,k,b,p,e
5922,b,s,f,w,w,t
5923,b,s,s,w,w,t
5924,b,k,k,b,n,e
5925,b,k,k,n,p,e
5926,b,k,k,n,p,e
5927,b,k,k,b,n,e
5928,b,s,s,w,w,e
5929,?,s,s,p,w,t
5930,b,s,s,w,w,e
5931,?,s,s,w,w,e
5932,?,s,s,p,w,t
5933,?,s,s,w,p,t
5934,?,k,s,w,p,t
5935,b,s,s,w,w,t
5936,?,k,y,w,n,e
5937,b,f,f,w,w,t
5938,?,s,s,w,w,e
5939,?,s,s,e,e,e
5940,?,s,s,e,e,e
5941,b,s,s,w,w,e
5942,b,s,f,w,w,t
5943,b,s,s,w,w,t
5944,b,k,k,n,n,e
5945,?,k,s,p,w,t
5946,b,s,s,w,w,e
5947,b,f,f,w,w,t
5948,b,s,s,w,w,e
5949,?,s,f,w,w,e
5950,b,f,s,w,n,e
5951,b,k,k,n,n,e
5952,b,s,f,w,w,t
5953,b,k,k,n,p,e
5954,?,s,s,e,e,e
5955,b,k,k,p,p,e
5956,?,k,y,w,n,e
5957,?,k,s,p,p,t
5958,b,k,k,n,b,e
5959,b,k,k,n,b,e
5960,b,f,s,w,w,t
5961,?,s,k,w,p,t
5962,?,s,s,e,w,e
5963,b,f,f,w,n,e
5964,b,s,s,w,w,e
5965,?,k,y,w,y,e
5966,b,k,k,p,n,e
5967,?,k,k,p,w,t
5968,b,k,k,p,p,e
5969,b,k,k,b,p,e
5970,b,s,f,w,w,t
5971,?,s,f,w,w,e
5972,?,k,s,p,p,t
5973,b,s,s,w,w,e
5974,?,k,k,p,p,t
5975,b,s,s,w,w,t
5976,b,s,s,w,w,t
5977,?,s,s,w,w,e
5978,b,s,f,w,w,t
5979,b,f,f,w,n,e
5980,b,k,k,p,n,e
5981,?,s,f,w,w,e
5982,b,s,s,w,w,t
5983,b,s,s,w,w,e
5984,b,k,k,p,n,e
5985,b,s,f,w,w,t
5986,?,s,k,p,w,t
5987,b,k,k,b,b,e
5988,b,f,s,w,w,t
5989,b,s,f,w,w,t
5990,?,s,k,w,w,t
5991,b,k,k,n,n,e
5992,?,k,k,w,p,t
5993,b,s,s,w,w,e
5994,b,k,k,b,p,e
5995,?,k,s,w,p,t
5996,?,k,s,w,w,t
5997,?,s,s,w,w,e
5998,?,s,f,w,w,e
5999,b,s,f,w,w,t
6000,b,k,k,n,p,e
6001,?,k,s,p,p,t
6002,?,k,s,p,p,t
6003,?,s,s,w,p,t
6004,?,k,k,w,w,t
6005,?,k,s,w,w,t
6006,?,s,k,p,p,t
6007,?,k,s,p,p,t
6008,?,s,s,w,w,t
6009,?,s,k,p,w,t
6010,?,s,k,p,p,t
6011,?,k,k,p,w,t
6012,?,s,s,w,p,t
6013,?,k,k,p,p,t
6014,?,k,s,p,w,t
6015,?,k,k,w,p,t
6016,?,s,k,p,p,t
6017,?,s,k,p,p,t
6018,?,k,s,p,w,t
6019,?,k,s,w,p,t
6020,?,s,k,p,p,t
6021,?,s,s,w,w,t
6022,?,k,k,p,w,t
6023,?,k,k,w,w,t
6024,?,s,s,p,p,t
6025,?,k,s,p,p,t
6026,?,k,k,w,w,t
6027,?,k,k,w,w,t
6028,?,k,k,w,w,t
6029,?,k,s,p,p,t
6030,?,s,s,w,p,t
6031,?,k,k,w,w,t
6032,?,s,k,w,p,t
6033,?,k,k,p,w,t
6034,?,s,k,w,w,t
6035,?,k,k,w,w,t
6036,?,s,k,w,p,t
6037,?,k,s,w,w,t
6038,?,k,s,p,w,t
6039,?,s,s,o,o,e
6040,?,k,k,p,p,t
6041,?,s,s,o,o,e
6042,?,s,s,p,p,t
6043,?,k,s,p,w,t
6044,?,s,k,w,p,t
6045,?,k,s,w,w,t
6046,?,s,k,w,w,t
6047,?,s,s,p,p,t
6048,?,s,k,w,p,t
6049,?,s,k,w,w,t
6050,?,k,k,w,w,t
6051,?,s,k,p,w,t
6052,?,s,k,w,w,t
6053,?,k,s,w,p,t
6054,?,s,k,p,p,t
6055,?,s,k,w,p,t
6056,?,k,s,w,p,t
6057,?,s,s,p,p,t
6058,?,k,s,w,w,t
6059,?,k,s,w,p,t
6060,?,s,s,w,p,t
6061,?,k,k,w,p,t
6062,?,s,s,p,w,t
6063,?,s,s,p,p,t
6064,?,k,k,w,p,t
6065,?,s,s,w,p,t
6066,?,s,s,p,w,t
6067,?,s,k,w,p,t
6068,?,s,k,p,w,t
6069,?,k,k,w,w,e
6070,?,s,k,w,p,t
6071,?,s,k,p,p,t
6072,?,s,s,p,w,t
6073,?,s,s,p,w,t
6074,?,s,k,p,p,t
6075,?,k,k,w,p,t
6076,?,k,s,p,p,t
6077,?,s,k,w,p,t
6078,?,k,k,p,p,t
6079,?,k,s,w,w,t
6080,?,k,s,p,p,t
6081,?,k,s,p,w,t
6082,?,k,k,p,p,t
6083,?,k,k,p,w,t
6084,?,s,s,p,w,t
6085,?,k,s,w,p,t
6086,?,k,s,p,p,t
6087,?,k,s,w,p,t
6088,?,s,s,p,w,t
6089,?,s,s,p,p,t
6090,?,s,k,p,w,t
6091,?,s,k,p,p,t
6092,?,s,k,w,p,t
6093,?,k,k,p,p,t
6094,?,s,k,p,p,t
6095,?,s,k,p,w,t
6096,?,s,s,w,p,t
6097,?,s,k,w,w,t
6098,?,s,k,w,p,t
6099,?,s,k,w,p,t
6100,?,k,s,w,w,t
6101,?,s,k,p,w,t
6102,?,s,s,w,w,t
6103,?,s,s,p,p,t
6104,?,k,s,p,w,t
6105,?,s,k,w,w,t
6106,?,s,k,p,p,t
6107,?,s,k,p,p,t
6108,?,k,k,p,p,t
6109,?,k,s,p,w,t
6110,?,s,s,p,p,t
6111,?,k,k,w,p,t
6112,?,k,k,p,w,t
6113,?,k,k,w,p,t
6114,?,s,s,w,w,t
6115,?,k,s,p,p,t
6116,?,s,k,w,w,t
6117,?,s,k,p,w,t
6118,?,s,s,w,p,t
6119,?,s,s,p,p,t
6120,?,k,k,p,w,t
6121,b,s,s,w,w,e
6122,?,s,k,w,p,t
6123,?,s,s,w,p,t
6124,?,s,k,p,w,t
6125,?,s,k,p,p,t
6126,?,s,k,p,w,t
6127,?,s,s,w,w,t
6128,?,k,k,p,p,t
6129,?,k,s,p,w,t
6130,?,k,k,w,p,t
6131,?,k,s,w,w,t
6132,?,k,s,w,p,t
6133,?,s,k,w,w,t
6134,?,k,s,w,w,t
6135,?,k,s,p,p,t
6136,?,s,s,w,w,t
6137,?,s,s,w,w,t
6138,?,s,k,w,w,t
6139,?,k,k,w,p,t
6140,?,s,s,w,p,t
6141,?,k,k,w,p,t
6142,?,s,s,p,w,t
6143,?,s,s,w,w,e
6144,?,s,s,w,p,t
6145,?,k,k,p,p,t
6146,?,k,s,w,w,t
6147,?,s,k,w,p,t
6148,?,k,s,w,w,e
6149,?,k,k,p,w,t
6150,?,k,s,p,p,t
6151,?,s,s,p,p,t
6152,?,k,k,w,w,t
6153,?,s,k,w,p,t
6154,?,k,k,w,p,t
6155,?,k,k,w,p,t
6156,?,s,s,w,p,t
6157,?,s,s,w,w,t
6158,?,s,s,w,p,t
6159,?,k,k,w,w,t
6160,?,s,s,w,w,t
6161,?,s,s,p,p,t
6162,?,k,k,w,p,t
6163,?,s,s,w,p,t
6164,?,s,k,w,w,t
6165,?,s,s,p,w,t
6166,?,s,s,p,w,t
6167,?,k,k,w,w,t
6168,?,s,k,p,w,t
6169,?,s,k,w,p,t
6170,?,s,s,p,w,t
6171,?,k,s,w,p,t
6172,?,k,k,p,w,t
6173,?,s,s,p,p,t
6174,?,k,s,p,p,t
6175,?,s,s,w,p,t
6176,?,s,k,p,p,t
6177,?,k,s,w,w,t
6178,?,s,s,w,w,t
6179,?,k,s,w,w,t
6180,?,s,s,p,w,t
6181,?,s,s,p,p,t
6182,?,k,k,p,w,t
6183,?,k,s,p,w,t
6184,?,k,k,w,w,t
6185,?,k,k,p,p,t
6186,?,k,k,w,p,t
6187,?,k,k,w,w,t
6188,?,k,k,p,w,t
6189,?,s,k,w,p,t
6190,?,k,s,w,p,t
6191,?,s,k,w,p,t
6192,?,s,k,p,w,t
6193,?,s,s,p,p,t
6194,?,k,k,p,p,t
6195,?,s,k,w,w,e
6196,?,k,k,p,p,t
6197,?,k,s,p,w,t
6198,?,s,s,p,p,t
6199,?,k,s,w,p,t
6200,?,s,k,p,w,t
6201,?,k,k,w,p,t
6202,?,k,k,w,w,t
6203,?,k,s,w,p,t
6204,?,k,s,w,w,e
6205,?,k,k,w,w,t
6206,?,s,s,w,p,t
6207,?,k,s,w,p,t
6208,?,k,k,p,w,t
6209,?,k,k,w,p,t
6210,?,k,k,w,w,t
6211,?,k,k,p,w,t
6212,?,s,k,w,w,t
6213,?,s,k,p,w,t
6214,?,s,k,p,w,t
6215,?,k,s,w,w,e
6216,?,s,k,w,w,t
6217,?,s,s,p,w,t
6218,?,s,k,w,p,t
6219,?,s,k,p,p,t
6220,?,s,k,w,w,e
6221,?,s,s,p,p,t
6222,?,k,s,p,p,t
6223,?,s,k,w,w,t
6224,?,k,k,w,w,t
6225,?,k,s,p,p,t
6226,?,k,s,w,w,t
6227,?,s,k,p,p,t
6228,?,k,k,p,p,t
6229,?,s,k,p,p,t
6230,?,s,s,p,w,t
6231,?,s,s,p,w,t
6232,?,s,s,w,p,t
6233,?,s,s,w,p,t
6234,?,k,k,w,p,t
6235,?,s,k,w,w,t
6236,?,k,s,p,p,t
6237,?,k,s,p,p,t
6238,?,s,k,w,p,t
6239,?,k,k,p,w,t
6240,?,s,k,w,p,t
6241,?,s,k,p,p,t
6242,?,s,s,p,p,t
6243,?,s,k,p,p,t
6244,?,s,s,p,p,t
6245,?,k,s,p,w,t
6246,?,k,s,w,p,t
6247,?,s,s,p,w,t
6248,?,s,k,w,w,t
6249,?,k,k,p,w,t
6250,?,k,k,w,p,t
6251,?,k,k,p,w,t
6252,?,s,k,p,w,t
6253,?,k,s,w,w,t
6254,?,s,k,p,p,t
6255,?,k,k,p,w,t
6256,?,s,k,w,w,t
6257,?,k,s,w,w,t
6258,?,s,s,w,p,t
6259,?,s,k,w,w,t
6260,?,k,k,w,w,t
6261,?,s,k,p,p,t
6262,?,k,s,w,w,e
6263,?,k,s,p,w,t
6264,?,s,k,p,w,t
6265,?,s,k,p,p,t
6266,?,k,k,p,p,t
6267,?,k,s,p,p,t
6268,?,s,s,w,p,t
6269,?,s,k,w,w,t
6270,?,s,s,w,p,t
6271,?,k,s,p,w,t
6272,?,s,s,p,w,t
6273,?,s,k,p,p,t
6274,?,s,k,p,p,t
6275,?,s,k,p,w,t
6276,?,k,s,w,w,t
6277,?,k,s,p,w,t
6278,?,k,s,p,w,t
6279,?,k,k,p,w,t
6280,?,k,k,w,w,e
6281,?,k,k,p,w,t
6282,?,s,s,p,w,t
6283,?,s,k,w,p,t
6284,?,s,s,w,p,t
6285,?,k,s,p,p,t
6286,?,s,k,w,p,t
6287,?,k,k,w,p,t
6288,?,s,s,p,w,t
6289,?,s,s,w,p,t
6290,?,k,s,p,w,t
6291,?,k,s,w,w,t
6292,?,k,s,p,p,t
6293,?,s,s,w,w,t
6294,?,k,s,p,w,t
6295,?,s,s,p,w,t
6296,?,s,k,w,w,t
6297,?,k,s,p,p,t
6298,?,k,k,w,w,t
6299,?,k,s,w,p,t
6300,?,k,k,w,w,t
6301,?,s,s,w,p,t
6302,?,k,s,p,p,t
6303,?,s,k,p,p,t
6304,?,s,k,p,w,t
6305,?,k,k,p,p,t
6306,?,k,s,p,p,t
6307,?,s,s,p,w,t
6308,?,s,k,w,w,t
6309,?,s,s,p,w,t
6310,?,s,s,p,p,t
6311,?,k,s,w,p,t
6312,?,s,s,p,w,t
6313,?,s,k,p,w,t
6314,?,k,s,p,p,t
6315,?,k,s,w,p,t
6316,?,k,s,p,p,t
6317,?,k,k,w,w,t
6318,?,s,s,w,w,t
6319,?,s,s,p,w,t
6320,?,s,s,p,w,t
6321,?,k,k,w,p,t
6322,?,k,s,p,p,t
6323,?,k,k,p,w,t
6324,?,k,s,p,w,t
6325,?,k,s,p,w,t
6326,?,k,s,w,w,t
6327,?,k,k,p,p,t
6328,?,s,s,p,p,t
6329,?,s,s,p,w,t
6330,?,s,k,w,p,t
6331,?,s,k,p,p,t
6332,?,s,k,w,w,e
6333,?,s,s,p,w,t
6334,?,k,s,w,p,t
6335,?,k,s,p,w,t
6336,?,k,k,p,w,t
6337,?,k,k,p,p,t
6338,?,s,s,p,p,t
6339,?,k,s,w,p,t
6340,?,k,k,w,p,t
6341,?,s,k,p,w,t
6342,?,k,k,p,p,t
6343,?,k,s,w,p,t
6344,?,k,k,w,p,t
6345,?,k,s,w,p,t
6346,?,s,k,w,w,t
6347,?,s,s,p,p,t
6348,?,k,s,w,p,t
6349,?,s,k,p,w,t
6350,?,k,k,w,p,t
6351,?,k,k,p,p,t
6352,?,s,s,p,p,t
6353,?,k,k,w,w,t
6354,?,k,s,w,p,t
6355,?,k,k,p,w,t
6356,?,s,s,w,w,t
6357,?,k,k,w,p,t
6358,?,k,s,p,w,t
6359,?,s,s,p,w,t
6360,?,k,k,w,p,t
6361,?,s,s,p,p,t
6362,?,s,s,p,p,t
6363,?,s,k,w,p,t
6364,?,s,k,p,p,t
6365,?,s,k,w,p,t
6366,?,k,k,p,w,t
6367,?,k,k,w,w,e
6368,?,s,s,w,p,t
6369,?,k,s,w,p,t
6370,?,k,k,w,w,t
6371,?,k,s,w,w,t
6372,?,k,s,p,w,t
6373,?,s,s,w,w,t
6374,?,s,k,p,p,t
6375,?,k,s,p,w,t
6376,?,s,s,o,o,e
6377,?,k,s,w,p,t
6378,?,k,k,p,p,t
6379,?,k,k,p,p,t
6380,?,s,k,w,w,t
6381,?,k,s,w,p,t
6382,?,k,s,p,p,t
6383,?,k,k,w,p,t
6384,?,k,s,w,p,t
6385,?,k,s,w,w,t
6386,?,k,s,p,p,t
6387,?,k,k,p,p,t
6388,?,k,s,w,p,t
6389,?,k,k,p,p,t
6390,?,k,s,p,w,t
6391,?,k,k,w,w,t
6392,?,k,k,w,p,t
6393,?,k,k,w,p,t
6394,?,k,s,w,w,t
6395,?,s,k,p,p,t
6396,?,s,s,w,w,t
6397,?,k,s,w,w,e
6398,?,s,s,w,p,t
6399,?,s,k,w,p,t
6400,?,s,s,p,p,t
6401,?,s,k,w,p,t
6402,?,s,s,w,p,t
6403,?,s,k,p,w,t
6404,?,k,k,w,w,e
6405,?,k,s,w,p,t
6406,?,s,k,w,w,t
6407,?,s,k,w,w,e
6408,?,s,k,p,w,t
6409,?,k,s,w,w,t
6410,?,s,k,p,p,t
6411,?,k,s,w,w,t
6412,?,k,k,p,p,t
6413,?,k,k,w,w,t
6414,?,s,k,p,p,t
6415,?,s,s,p,w,t
6416,c,k,y,c,c,e
6417,?,s,k,p,p,t
6418,?,s,s,w,w,t
6419,?,k,k,p,w,t
6420,?,s,s,p,w,t
6421,?,k,k,w,w,t
6422,?,s,s,p,w,t
6423,?,k,k,w,w,t
6424,?,s,k,p,w,t
6425,?,s,s,o,o,e
6426,?,s,k,p,w,t
6427,?,s,s,w,p,t
6428,?,s,s,w,w,t
6429,?,k,s,p,w,t
6430,?,k,s,p,p,t
6431,?,k,k,p,p,t
6432,?,s,k,w,p,t
6433,?,s,s,p,p,t
6434,?,s,k,w,w,t
6435,?,s,s,o,o,e
6436,?,k,k,p,p,t
6437,?,s,s,w,w,t
6438,?,s,s,w,p,t
6439,?,k,k,w,w,t
6440,?,k,s,p,w,t
6441,?,k,s,p,w,t
6442,?,s,k,w,p,t
6443,?,s,s,w,w,t
6444,?,s,s,p,w,t
6445,?,k,s,p,p,t
6446,?,s,s,w,p,t
6447,?,s,s,p,p,t
6448,?,k,s,w,p,t
6449,?,s,k,p,w,t
6450,?,s,k,w,w,e
6451,?,s,k,w,w,t
6452,?,s,k,p,w,t
6453,?,s,s,w,p,t
6454,?,k,k,p,p,t
6455,?,k,k,p,w,t
6456,?,k,k,p,p,t
6457,?,k,k,w,p,t
6458,?,s,k,w,p,t
6459,?,k,k,p,p,t
6460,?,k,s,w,p,t
6461,?,k,k,p,p,t
6462,?,s,s,w,w,t
6463,?,k,k,w,p,t
6464,?,s,s,w,w,t
6465,?,s,s,w,p,t
6466,?,k,s,p,w,t
6467,?,k,s,p,w,t
6468,?,k,s,w,p,t
6469,?,k,k,w,p,t
6470,?,k,s,p,w,t
6471,?,s,s,p,p,t
6472,?,k,k,p,w,t
6473,?,s,k,w,w,t
6474,?,s,k,p,w,t
6475,?,k,k,w,p,t
6476,?,s,k,w,p,t
6477,?,k,s,w,p,t
6478,?,s,s,w,w,t
6479,?,s,k,w,w,t
6480,?,k,k,p,p,t
6481,?,s,s,w,w,t
6482,?,s,k,p,w,t
6483,?,k,s,p,w,t
6484,?,k,k,w,w,t
6485,?,k,k,w,w,t
6486,?,k,s,w,w,t
6487,?,s,k,p,w,t
6488,?,k,k,w,p,t
6489,?,s,k,w,w,t
6490,?,s,k,w,p,t
6491,?,k,k,p,p,t
6492,?,s,k,p,p,t
6493,?,k,s,p,p,t
6494,?,k,k,p,w,t
6495,?,s,k,p,w,t
6496,?,k,s,w,p,t
6497,?,k,k,w,p,t
6498,?,s,k,w,p,t
6499,?,k,k,p,p,t
6500,?,k,s,w,w,t
6501,?,k,s,p,p,t
6502,?,s,s,p,p,t
6503,?,s,k,w,w,t
6504,?,k,k,w,p,t
6505,?,s,s,w,p,t
6506,?,k,s,w,p,t
6507,?,s,s,p,p,t
6508,?,s,k,p,p,t
6509,?,s,s,w,w,t
6510,?,k,s,w,w,e
6511,?,k,s,w,w,t
6512,?,s,s,p,w,t
6513,?,k,k,p,w,t
6514,?,s,s,p,p,t
6515,?,s,k,w,w,t
6516,?,k,s,w,w,t
6517,?,k,k,w,w,t
6518,?,s,k,w,w,e
6519,?,k,s,w,p,t
6520,?,s,k,w,p,t
6521,?,s,s,w,w,t
6522,?,k,k,p,w,t
6523,?,k,s,p,p,t
6524,?,k,s,w,w,t
6525,?,k,k,p,p,t
6526,?,k,k,w,w,t
6527,?,k,s,w,w,t
6528,?,k,s,w,w,t
6529,?,k,k,w,w,t
6530,?,k,s,w,w,t
6531,?,s,k,w,w,e
6532,?,s,k,p,w,t
6533,?,s,k,p,w,t
6534,?,k,s,p,p,t
6535,?,s,s,p,p,t
6536,?,s,s,w,p,t
6537,?,k,s,w,p,t
6538,?,s,s,w,p,t
6539,?,s,s,w,w,t
6540,?,s,k,p,p,t
6541,?,s,k,p,w,t
6542,?,k,s,p,w,t
6543,?,k,k,w,p,t
6544,?,s,k,w,p,t
6545,?,k,s,w,w,t
6546,?,s,s,w,w,t
6547,?,s,k,p,p,t
6548,?,k,s,p,w,t
6549,?,k,s,w,p,t
6550,?,k,s,w,p,t
6551,?,s,k,p,p,t
6552,?,s,s,p,w,t
6553,?,s,s,w,p,t
6554,?,k,k,p,p,t
6555,?,s,k,w,w,t
6556,?,s,k,w,p,t
6557,?,s,s,w,w,t
6558,?,k,k,p,w,t
6559,?,s,s,o,o,e
6560,?,s,s,p,w,t
6561,?,s,s,p,w,t
6562,?,s,k,w,p,t
6563,?,k,s,w,w,t
6564,?,s,s,w,p,t
6565,?,k,k,w,w,t
6566,?,k,s,p,p,t
6567,?,s,k,p,p,t
6568,?,s,s,p,w,t
6569,?,s,k,w,p,t
6570,?,s,k,w,w,t
6571,?,s,s,p,p,t
6572,?,k,k,p,p,t
6573,?,k,s,p,w,t
